,SMILES
5813,[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@@H]([C@H](CC)C)C(=O)NC)C)C(C)C)C(C)C)C)(N(C(=O)[C@@H](N(C(=O)c1ccccc1)C)C)C)[C@H](CC)C
5814,CCCCCC#CC/C=C\CCCCCCCC(=O)O
5815,[C@]123[C@](C2)([C@@H](CC3)[C@@H]2[C@H](O[C@@H](C2)[C@@H](C(O)(C)C)O)O)CC[C@H]2[C@]1([C@@H](C[C@@H]1[C@@]2(CC[C@H](C1(C)C)OC(=O)/C=C\c1ccccc1)C)OC(=O)C)C
5816,[C@H](OC(=O)C)(CC(=O)O)C/C=C/C=C/C=C/C=C/C=C/C=C/C=C(/C(=O)C)\C
5817,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C=C[C@@H]4C[C@@H](CC[C@]4(C)[C@H]3C[C@@H]([C@]12C)O)O
5818,CC(=O)[C@H]1CC[C@H]2[C@@]1(CC[C@@H]1[C@@H]2CC=C2[C@@]1(CC[C@@H](C2)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)C)C
5819,[C@]12(O[C@@H]([C@H](O1)CCCC/C=C/C(=O)O)[C@@H](CC2)OC(=O)C)CCCCCCCCCCCCCCCOC[C@@H](CO)N
5820,CC(CCC(O)(CO)C(C)C)C1CCC2(C)C3CCC4C5(CC35CCC12C)C(O)CC(O)C4(C)C(=O)OC1OC(CO)C(O)C(O)C1O
5821,[H]\C(CCCCCCCC)=C(/[H])CCCCCCCC(=O)OC(CCCCCCCCCC)CCCCCCC(O)=O
5822,[H]OC(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])N([H])[H])C([H])([H])C(O[H])=N[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
5823,CC(=O)N1CCN(CC1)CC[C@H]1CN(CC[C@H]1CC(=O)[O-])C(=O)Cc1ccccc1
5824,c1(cc(ccc1)O)CCCCCCCCC/C=C/CCCC
5825,c1(c(c(nc(c1C)C/C=C(/C=C/C/C(=C/C[C@@H](/C(=C/C)/C)OC)/C)\C)OC)OC)O
5826,C[C@H]1[C@@H](C[C@H]([C@H](OCCCCCCCCCCCCCCC/C=C/C(=O)O)O1)O)O
5827,[H]C(OC([H])(C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])OP([O-])(=O)OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
5828,C[NH+]1CCN(CCN(CCN(CC1)C)C)C
5829,[H]O[C@]([H])(C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])OP([O-])(=O)OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
5830,C(C(COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCC)OP(=O)(O)OCC(CO)O
5831,[C@@H]12[C@@]([C@H]([C@@](CC2)(O)C)CC[C@H](CCC(=O)O)C)(CCCC1(C)C)C
5832,C[C@]12CCCC(=C)[C@@H]1C[C@H]1[C@@H](C2)OC(=O)[C@H]1C[NH2+]C1CCCCC1
5833,[C@H]12[C@@](C(=CCC2)CO)(CC[C@H]([C@@]1(CC[C@H](CCO)C)C)C)C
5834,c1cc(c(cc1F)NC(=NCC[C@H]1CC[C@@H]([C@H](CO)O1)N=C(CN1CCOCC1)O)O)F
5835,[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)OC[C@@H]([C@@H](/C=C/CCC(=O)C(=C)CCCCCCCCC)O)NC(=O)[C@@H](/C=C/CCCCCCCCCCCCCC)O
5836,[C@@H]12[C@@]3(C(=CC[C@H]1C1=CC[C@@H]([C@]1(CC2)C)[C@@H](N(C)C)C)C(=O)[C@H](CC3)NC(=O)/C(=C/C)/C)C
5837,[H]OP(=O)(OC([H])([H])C([H])([H])N([H])[H])OC([H])([H])[C@]([H])(OC([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
5838,C(CCN(CCCN)C(=O)CCc1ccc(c(c1)O)O)CNCCCN=C(CCc1ccc(c(c1)O)O)O
5839,C[C@H]1CC[C@@H]2[C@@H]([C@H]3CC[C@@H]4[C@H]([C@@H]3C[N@H+]2C1)C[C@H]1[C@H]4CC(=O)[C@@H]2[C@@]1(CC[C@@H](C2)OC(=O)C)C)C
5840,[H]C(COC(=O)CCCCCCCCCCCCCC)(COP(O)(=O)OCCN(C)C)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
5841,[H]OP(=O)(OC([H])([H])C([H])([H])N([H])[H])OC([H])([H])[C@]([H])(OC([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
5842,[C@@]12([C@@H](O[C@H]3[C@H]([C@H](C1)O)O[C@]1([C@H](C3)O[C@H]3[C@H](CC1)O[C@@H]([C@@](CC3)(O)C)CC/C=C\C=C)C)C[C@@H]([C@@H](O2)CC/C=C(/C(=C/C=O)/C)\C)C)C
5843,CC(=CCCC(=C)/C=C/C=C(\COCO)/[C@@H]1CC[C@]2([C@@H]1O)[C@H](/C(=C(/C)\C=O)/CC[C@@]2(CC[NH2+]C)O)CCCO)C
5844,[C@]12([C@@H]3[C@H](C[C@H]1[C@H]1[C@H](CC2)[C@@]2([C@@H](CC1)C[C@H](CC2)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)C)O)O)O)O)O)C)O[C@]1([C@H]3C)OC[C@H](CC1)C)C
5845,C[N@@H+](CCc1ccccc1)CC[C@@H]1CC[C@@H]([C@H](O1)C(=O)NCc1ccc(cc1)OC)O
5846,[C@]12([C@@](C3=CC[C@@H]4[C@@](C3=CC2)(CCCC4(C)C)C)(CC[C@]2([C@@H]1CC[C@@H]2C(C)C)C)C)C
5847,CCCCCCCCCCCCCCCC1=CC(O)=CC=C1
5848,CCCCC/C=C\C/C=C\CCCCCCC[C@H](CC(=O)OC)O
5849,[C@@]1([C@@H](C[C@H](C(=C)C)CC/C(=C/CC/C(=C/CC1)/C)/C)OC)(O)C
5850,CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)C
5851,[H]C(OC([H])([H])[C@@]([H])(OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])OP([O-])(=O)OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
5852,OC1C(O)C(OC2=CC=C(CCC(=O)C3=CC(O)=CC=C3)C=C2)OC(C1O)C(O)=O
5853,CCCCCCCCCCCCCCCC(=N[C@@H](CO)[C@@H](/C=C/CCCCCCCCCC(C)C)O)O
5854,[C@H]12[C@@H](C(=C(C[C@H]1OC(=O)C2=C)CO)[C@H](CCCOC(=O)C)C)O
5855,CC(=O)[C@H]1CC[C@H]2[C@@]1(CC[C@@H]1[C@@H]2CC=C2[C@@]1(CC[C@@H](C2)OC(=O)CC[NH+]1CCCCC1)C)C
5856,C1(=C(C(=O)[C@H](CC1(C)C)O)C)/C=C/C(=C\C=C\C(=C\C=C\C=C(\C=C\C=C(\C=C\C=C(\C=C\[C@@H](C(O)(C)C)OC)/C)/C)/C)\C)/C
5857,CN(C)c1ccc(cc1)C(=O)NC[C@@H]1[C@@H]([C@@H]([C@@H](O1)CO)O)[N@H+](C)Cc1ccccc1
5858,c1cc(c2c(c1Cl)non2)N(=O)=O
5859,[H][C@](COC(=O)CCCCCCCCCCCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCCCC
5860,[H]OC([H])([H])[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])OC([H])([H])[C@]([H])(OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])[H]
5861,CCCCCC\C=C/CCCCCCCCCCCC(O)=O
5862,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H](C)CCOC[C@@H](COP(=O)(O)OC[C@@H](C(=O)[O-])N)OCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
5863,[C@@]12(C(=CC[C@@H]1[C@@H](CCC(=C)C(C)C)C)C1=C(CC2)[C@@]2([C@@H](CC1)C[C@H](CC2)OC(=O)c1ccccc1)C)C
5864,[C@@]1([C@H]2C[C@@H](C=C3[C@]2([C@@H](C[C@@H]1C)O)[C@H](O[C@H]3OC(=O)CCC)OC(=O)C)OC(=O)[C@@H](CC)C)(CCC(=C)C=C)C
5865,CC(=CCCC1=CC[C@H](CC1)C(=O)C[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C)C
5866,N1[C@@H](C[C@H](CCC)O)CCC[C@H]1C[C@@H](CCC)O
5867,CC1CNC2C(C)C3C(CC4C5CCC6CC(O)CCC6(C)C5CCC34C)OC2(O)C1
5868,[C@]123C4=C[C@@H](C[C@H]1CC(=O)[C@H]2CCCN4CC[C@H]3O)C
5869,CCCCCCCCCCCCCCCCCC(=N[C@@H](CO)[C@@H]([C@@H](CCCCCCCCCCCCCC)O)O)O
5870,CCNC(=O)O[C@@H]1CC[C@@]2([C@@H]([C@]1(C)CO)CC[C@@H]1[C@H]2CC(=O)O1)C
5871,C[C@H](CCCCCCCCCCCCCCCCC[C@H](CC(=O)O)O)O[C@H]1[C@@H](C[C@H]([C@H](C)O1)O)O
5872,CCCC[C@@H](C(=NCCc1ccccc1)O)N=C([C@@H]1Cc2ccccc2CN1C(=O)[C@H](C1CCN(CC1)C(=N)N)N=C([C@H](CC1CCCCC1)N=C(C)O)O)O
5873,C(=O)(C/C=C/CCCC/C=C\C/C=C\CCCCC)O
5874,[H]C1=C(CCCCC)OC(CCCCCCCCC(=O)OCC(COP(O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCC2=C(C)C(C)=C(CCCCC)O2)=C1C
5875,[H]C(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCCCC
5876,[H][C@](O)(CO)COP(O)(=O)OC[C@@]([H])(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCCCC
5877,Cn1c(cc(n1)c1ccccc1OC)[C@H]1C[N@@H+]2CC[C@H]1C[C@@H]2COC(=O)NC1CCCCC1
5878,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cccc(c2O[C@H]1CN(C)Cc1ccc(cc1)C(=O)O)N(C)C
5879,CCNC(=O)NC[C@@H]1C=C([C@@H](C[C@H]1C(C)C)CC(=O)N(C)Cc1cccnc1)C
5880,C(=O)(O)CCC/C=C/CCCCCCCCCCCCCC
5881,CC[N@H+]1C[C@@]2([C@@H](C[C@@H]([C@@]34[C@@H]2[C@H]([C@@H]([C@@H]13)[C@@]1([C@@H]2[C@H]4C[C@@]([C@@H]2OC(=O)c2ccccc2)([C@H]([C@@H]1O)OC)O)OC(=O)C)OC)OC)O)COC
5882,[C@@]12([C@H]([C@H]3[C@@H]([C@@]4(C(=CC3)C[C@H](CC4)O)C)CC2)CC[C@@H]1[C@@H](CCC(=C=C)C(C)C)C)C
5883,C(C(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)O
5884,[C@@H]1([C@H]([C@H]1C)/C=C/[C@H](/C=C(/[C@@H]1O[C@@H](C(=CC1)C)CC)\C)C)/C=C/[C@@H]1O[C@H](CC(=O)O)C[C@@H]([C@H]1O)NC
5885,C(=O)(OC[C@@H](CO)O)CCCCCCCCCCCCCCC(C)C
5886,CC(C)c1ccc(cc1)NC(=O)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(=O)C1CCCCC1
5887,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)/C(=[NH+]/C)/NC
5888,CC1=C[C@H]([C@@H](C[C@H]1Cc1nnc(o1)c1ccccc1F)C(C)C)C[N@@H+]1CC[C@H](CC1)CO
5889,[C@@]12([C@H]3[C@]4(C[C@@H](CC3)[C@H](C4)O)CC[C@@H]1C(CCC2)(C)C)C
5890,C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C1[C@]2(C[C@H]([C@@]2([C@@H]1CC(CC2)(C)C)C(=O)[O-])O)C)(C[C@@H]([C@@H](C3(CO)CO)O)O)C
5891,c1cc(nc(c1Cl)C(F)(F)F)F
5892,[H]C(=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C([H])([H])C(=C([H])C([H])([H])C1=C([H])C(=O)C([H])=C(OC([H])([H])[H])C1=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
5893,[H][C@@](O)(CO)COC(=O)CCCCCCCCCCCCCC(C)C
5894,C[C@]12CC[C@@H](C([C@H]1CC[C@@]1([C@@H]2CC=C2[C@]1(CC[C@@]1([C@H]2CC(CC1)(C)C)C(=O)[O-])COC(=O)/C=C/c1ccc(c(c1)OC)O)C)(C)C)O
5895,N12[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C1=O)Cc1ccccc1)CC(C)C)C(C)C)CC(C)C)CC(C)C)CCC2
5896,[C@@]123[C@]4(C2)[C@@H](C([C@H](CC4)N(C(=O)c2ccccc2)C)(C)C)C=C[C@H]1[C@]1([C@](CC3)([C@@H](CC1)[C@H](N(C)C)C)C)C
5897,O1O[C@@](C[C@@H]([C@@H]1CC(=O)O)C)(C[C@H](/C=C/C[C@@H](/C=C/c1ccccc1)C)C)C
5898,C(=C\C=C\C=C(\C=C\C=C(\C=C\C=C(\CCC=C(C)C)/C)/C)/C)(\C=C/C=C(/C=C/C=C(/C=C/CC(C)C)\C)\C)/C=C\C(=O)C
5899,[C@@]12(C(=O)[C@@]3(C(=C(C2=O)CC=C(C)C)O[C@@H](C3)[C@](CCC=C(C)C)(O)C)C[C@H](C1(C)C)CC=C(C)C)C(=O)c1ccccc1
5900,[C@@H]12[C@@]3(C(=CC[C@H]1[C@H]1[C@](C[C@H]2O)([C@H](CC1)[C@@H]([C@@H]1[C@H](C1)[C@@H](C(C)C)C)C)C)C[C@H](C[C@@H]3O)O)C
5901,CC(C)C(C)\C=C\C(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC12C
5902,CC(C)c1c(c2ccc3c(c2oc1=O)[C@@H]1[C@@H](C(O3)(C)C)OC(=O)C(=C(C)C)CCc2ccc(cc2)C[C@H](CC(=O)O1)CCc1cccc(c1)Cc1ccccc1)CO
5903,[C@@]123[C@]4(C2)[C@H]([C@@H]([C@H](CC4)OC(=O)/C=C/c2cc(c(cc2)O)OC)C)CC[C@H]1[C@]1([C@](CC3)([C@H](CC1)[C@@H](CCC(=C)C(C)C)C)C)C
5904,[C@@]12([C@H]3[C@@H]([C@@H]4[C@@](CC3)([C@@H](CC4)C=C)C)CC[C@@H]1C[C@@H](CC2)O[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)C)OC(=O)C)O)O)CO
5905,[H][C@@](COC(=O)CCCCCCC)(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC
5906,[C@@]12([C@H]([C@H]3[C@H](CC2)[C@@]2(C(=CC3)C[C@H](CC2)O)C)C[C@@H]([C@@H]1[C@@H]([C@H]1NC[C@@H](CC1)C)C)O)C
5907,CCCCCCCCCCCCCCCCCCCC[C@H](C(=N[C@@H](CO[C@H]1[C@@H]([C@H]([C@H]([C@@H](CO)O1)O)OS(=O)(=O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O)[O-])O
5908,CN(Cc1cc(no1)C[C@H]1C[NH2+]CC[C@H]1CC(=O)NC1CCCCC1)c1ccccc1
5909,[H]OP(=O)(OC([H])([H])C([H])([H])N([H])[H])OC([H])([H])[C@]([H])(OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
5910,[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC(C)C
5911,[C@]12([C@@]([C@H](CC2)[C@]([C@@H](CCC(OC(=O)C)(C)C)OC(=O)C)(OC(=O)C)C)(CC[C@H]2C1=CC(=O)[C@H]1[C@@]2(C[C@@H]([C@@H](C1)OC(=O)C)OC(=O)C)C)C)OC(=O)C
5912,CCCCC[C@@H](/C=C/C(=C(/CCCCCCCC(=O)[O-])\C[C@@H](CO)O)/Cc1cccc(c1)O)O
5913,[H]C(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCNC)OC(=O)CCCCCCCCCCCCCCCCC
5914,CC(C)CC[C@H]1C[C@@H](C[C@H](C1)[C@]12CC[C@H]([C@@H](C1)[NH3+])C(O2)(C)C)Cc1ccc(cc1)O
5915,CCC(C(C)C1C(O1)CC(C)(C=CC=C(C)C2C(C=CC(C(CCC(CC(=O)O2)O)(C)O)OC(=O)N3CCN(CC3)C4CCCCCC4)C)O)O
5916,C[C@@H]1[C@H](CC[C@]2([C@H]1[C@H]([C@H](CC2)[C@H](C)C(=O)NC1CC1)O)C)NC(=O)CC(C)(C)C
5917,[C@@]12([C@@H]([C@H]([C@H]([C@@H]1OC(=O)C)O)O)[C@@H](C[C@@H]1[C@H](C2)C(=C)C(=O)O1)C)C
5918,C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@H]1CN(C)Cc1ccccc1F)C1=CCCCC1
5919,C(=O)(CCCCCCC/C=C\CC/C=C\C/C=C\C)O
5920,C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C=C(/C)\CCCC(C)(C)OC)/C=C/C=C(\C)/C=C/C=C(\C)/CCCC(C)(C)O
5921,CCNC(=O)NC[C@@H]1C=C([C@@H](C[C@H]1C(C)C)Cc1nnc(o1)c1ccccc1F)C
5922,[C@@]12([C@@H]3[C@@]([C@H](C[C@H]3O)[C@@H](CC[C@H](O[C@@H]3[C@H]([C@@H]([C@@H](CO3)O)O)O)C(C)C)C)(CC[C@H]1[C@@]1([C@@H]([C@H](C2)O)C[C@H](CC1)O)C)C)O
5923,[C@@]123[C@]4(C2)[C@H](C([C@H](CC4)N(C(=O)c2ccccc2)C)(C)C)CC[C@H]1[C@]1([C@](CC3)([C@H](CC1)[C@@H](N(C)C)C)C)C
5924,[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)C(O)=O
5925,CC(C)CCCCCCCCCCC(O)=O
5926,CC(=O)N[C@@H]1[C@H]([C@H]2[C@@H](CO[C@@H](O2)c2ccco2)O[C@H]1Oc1ccccc1Cl)O
5927,CCCC(CC(CCC1=CC(OC)=C(O)C=C1)OC(C)=O)OC(C)=O
5928,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O
5929,C/C/1=C\CC/C(=C\C[C@](/C=C/[C@@H](CC1)C(C)C)(C)O)/C
5930,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC
5931,[C@H]([C@H](C/C=C\C/C=C\CC)O)(OC(=O)C)CCCCCC=C
5932,[C@]12([C@@H]3[C@@H]([C@@]4([C@](C[C@H]3O)([C@H](CC4)C3=CC(=O)OC3)C)O)CC[C@@]1(C[C@H](CC2)O[C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)C)O)O)O)O)C(=O)O
5933,C(CCCCCCCCCCO)CCCCCCC/C=C/C(=O)O
5934,[C@@]12([C@@]([C@@H]([C@H](C3=C4[C@](CC[C@H]13)([C@H](CC4)[C@@H](CC[C@@H](C(C)C)CC)C)C)O)O)(C[C@H](CC2)O)O)C
5935,[C@]1([C@H](CC/C(=C\C=C(\CC/C(=C/CC1)/C(=O)OC)/C(C)C)/C(=O)OC)O)(OC)C
5936,Cc1cc(c(c(=O)o1)C1=Nc2ccccc2S[C@H](C1)c1cccc(c1O)CC=C)[O-]
5937,c12c([C@H]([C@@H](OC1=O)[C@H](Cc1nc(oc1)C(=C)C/C=C\C=C/CC/C=C/CN(C(=O)/C=C(/OC)\C)C)C)O)ccc(c2O)C
5938,CCCCCCCCCCCCCCCC(O)=NCCCC(O)=O
5939,[H]C(CO)(CO)OC(=O)CCCCCCCCCCCCCCC(C)C
5940,C[C@@H]1CC2=C(C(=O)C=C(C2=O)NC(=O)C(=CC=C[C@@H]([C@H](C(=C[C@H](C)[C@H]([C@H](C1)OC)O)C)OC(=N)O)OC)C)OC
5941,N1C(=O)[C@@H](NC(=O)[C@@H]1CO)Cc1ccc(O/C=C(/CC)\C)cc1
5942,CCCCCCCCCCCCCCCCCCOC(=O)\C=C/C(O)=O
5943,CCOC(=O)N/N=C(/C)\[C@]12[C@H](O1)C[C@@H]1[C@@]2(CC[C@H]2[C@H]1CC=C1[C@@]2(CC[C@H](C1)OC(=O)C)C)C
5944,CC(C)CCC\C=C\CCCC\N=C(/O)\C=C\C=C/C1=CC2=C(OCO2)C=C1
5945,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC
5946,C[C@]12CC[C@@H](C[C@@H]1[C@H](C[C@@H]1[C@@H]2C[C@H]2[C@H]1CC[C@H]1[C@H]2C[N@@H+]2C[C@H](CC[C@H]2[C@@]1(C)O)CC[C@H](CCc1ccccc1)c1ccc(cc1)Cc1ccccc1)O)O
5947,CCCCCCCC/C=C\CCCCCCCC(=NCCOP(=O)(O)OC[C@@H](CO)O)O
5948,CCCC1=C(C)C(C)=C(CCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC2=C(C)C(C)=C(CCC)O2)O1
5949,[H][C@@](COC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCC\C=C/CCCCCCCC
5950,CCCCCCCCC/C=C/[C@H]([C@H](CO)N)O
5951,[H]\C(CCCCCCCC)=C(/[H])CCCCCCCC(=O)OC(CCCCCC)CCCCCCCCCCC(O)=O
5952,[H]C(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(=O)OCCNC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC
5953,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC(C)CC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCC(C)C
5954,CC(C)CCCN1C(=O)[C@]2(Cc3ccccc3N3[C@@H]2CN(CC3)c2ccccc2)C(=O)NC1=O
5955,[C@]1(C(CCC1)(C)C)(C(=O)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C1=C(C=CCC1(C)C)C)\C)\C)/C)/C)C
5956,[C@@H]1(C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N1)CC(C)C)CC(C)C)CC(C)C)C)C(C)C
5957,[C@@]12([C@@]([C@@H](C[C@@H]3[C@@H]1CC[C@]1([C@H]3CC[C@@H]1[C@@H](CCCC(C)C)C)COC(=O)C)O)(C[C@H](CC2)O)O)C
5958,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC
5959,COC1=C(OC2=CC3=C(OCO3)C(O)=C2C1=O)C1=CC=C(O)C(O)=C1
5960,C[C@@]1(CO[C@@H]([C@@H]([C@H]1[NH2+]C)O)O[C@H]1[C@@H](C[C@@H]([C@H]([C@@H]1O)O[C@@H]1[C@@H](CC[C@@H](C[NH3+])O1)[NH3+])[NH3+])[NH3+])O
5961,CCC(C)(C)c1ccc(c(c1)C(C)(C)CC)OCCCC[n+]1cccc(C)c1
5962,C[C@@H]([C@@H]([C@H](CC1(CCCCC1)c1ccccc1)[C@@H](CCCC/C=C\CCC1CCCCC1)CC[NH3+])C(=O)[O-])O
5963,CCCCCCCCCCCCCCCCCCCCCCCC(O)=O
5964,[C@H]12[C@]([C@@H](C(=C)CC2)CC[C@H](CCO)C)(CCC[C@]1(COC)C)C
